Общая стоимость товаров,Общая сумма заказа,ID товара,Наименование,Артикул_x,Свободно,В резерве,Ед. изм,Цена закупки,Валюта цены представление,Артикул_y,Id,Количество товаров
19990,20375,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
17999,18384,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
25566,26047,343074318,макетные платы для flipper zero,FLP-M-PROTO-3X,3,6,шт,1017,,FLP-M-PROTO-3X,,
25566,26047,343075088,модуль wi-fi devboard для flipper zero,FLP-M-WIFI,-2,12,шт,3059.5300000000002,,FLP-M-WIFI,,
25566,26047,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1364,1513,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
6885,6885,148073860,"конструктор электронный амперка ""матрёшка y""",AMP-S009,,,шт,4740,,AMP-S009,,
440,440,221601900,светодиод «пиранья» (troyka-модуль) (синий),AMP-B005-B,,3,шт,136,,AMP-B005-B,,
514,764,228197538,держатель светофора для конструктора супер-набор,znat-dergatel-svetofor,2,2,шт,0,,znat-dergatel-svetofor,,
19990,20650,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
2571.1700000000001,2571.1700000000001,348973320,сумка для хранения elite head strap storage,314449,10,2,шт,495.43000000000001,,314449,,
1575,1575,311490615,книга: скиена с. стивен .алгоритмы. руководство по разработке. 3-е изд.,B-BHV-6799,,4,шт,1120,,B-BHV-6799,,
166,166,166453563,радиаторы для raspberry pi 4 (алюминий),664563,-1,11,шт,21.239999999999998,,664563,,
3713.9699999999998,4299.2600000000002,262341956,"блок питания для raspberry pi 5в, 3а с кабелем microusb с кнопкой",492161,,,,306.81,,,,
3713.9699999999998,4299.2600000000002,177718107,"кабель hdmi — micro-hdmi (1,5m) (чёрный)",037027,,,,444.55000000000001,,,,
3713.9699999999998,4299.2600000000002,173924944,карта памяти kingston canvas select plus microsd + raspberry pi os (32 гб + sd-адаптер),SDCS2-32GB-RASP,-1,1,шт,462,,SDCS2-32GB-RASP,,
3713.9699999999998,4299.2600000000002,200783398,корпус для raspberry pi 4 с пассивным охлаждением (com3100 / алюминий) (золотой),COM3100-g,,,,670.39999999999998,,,,
3713.9699999999998,4299.2600000000002,166450443,переходник с hdmi на micro-hdmi,849379,-1,8,шт,260,,849379,,
19990,20585,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
23980,24280,343075088,модуль wi-fi devboard для flipper zero,FLP-M-WIFI,-2,12,шт,3059.5300000000002,,FLP-M-WIFI,,
23980,24280,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1980,1980,169030156,блок питания для raspberry pi 4 model b с кабелем usb type-c,890008,11,19,шт,539.23000000000002,,890008,,
6370,6370,148073791,электронный конструктор знаток «для школы и дома» («999 схем+школа»),ZN-70006,,,шт,5098,,ZN-70006,,
21980,22585,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
21980,22585,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1060.8299999999999,,FLP-A-CASE-OR,,
880.24000000000001,880.24000000000001,227001584,плата raspberry pi pico,RPI-PICO,,,шт,351.22000000000003,,RPI-PICO,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1424,1424,321409732,"корпус дисплея 7"" для официального экрана, raspberry 3, 4",214732,,,шт,772.67999999999995,,214732,,
3180,3180,349919236,"книга: касперски к. ""фундаментальные основы хакерства. анализ программ в среде win64. издание переработанное, дополненное""",B-SOL_527,,,,1847.3,,,,
1233,1233,275969470,"книга: ""глазами хакера. python глазами хакера""",B-BHV-6870,,,,231,,,,
1233,1233,299590169,"книга: колисниченко д.н. ""хакинг на linux""",B-NIT-00,,,шт,661.91999999999996,,B-NIT-00,,
1540,1540,148073726,"книга: мэтт ричардсон, шон уоллес ""заводим raspberry pi""",lc941,,,шт,451,,lc941,,
44100,44100,274177948,шлем виртуальной реальности oculus quest 2 - 128 gb,oculus128,,,,36716.639999999999,,,,
1791,1791,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1260,,B-BHV-6803,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
984,984,148073787,"сопло picaso 3d, стальное, 0.3 мм",3D-PICASO-1013,,,шт,865,,3D-PICASO-1013,,
15520,15919,148073668,libreoffice 6.4 (с лицензионным договором присоединения) (usb flash 16 gb),libreoffice-64-USB-L,,,,323,,,,
695,695,267945561,ubuntu 21.10 (для платформы x86-64 / usb flash 16 gb),ubuntu-2110-USB-64,,,,311,,,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20425,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
21980,22445,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
21980,22445,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1060.8299999999999,,FLP-A-CASE-OR,,
254,254,228167768,№16 фоторезистор,znat016,2,12,шт,100.84,,znat016,,
19990,20375,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
82,82,148073627,переключатели kcd1-102-c1-b/3p on-on,lc100787,,,,9,,,,
21080,21479,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,675.48000000000002,,FLP-A-FILM-3X,,
21080,21479,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1241.22,1241.22,321192810,"книга: бранд александр, ландер ричард, россо джош, харрис джон   ""kubernetes на практике""",B-BHV-1210,,,,840,,,,
1994.5,1994.5,282506314,"книга: фрэйн б. ""отзывчивый дизайн на html5 и css3 для любых устройств. 3-е изд.""",B-PIT-1495,,,шт,1410.8800000000001,,B-PIT-1495,,
2241,2241,348973320,сумка для хранения elite head strap storage,314449,10,2,шт,495.43000000000001,,314449,,
181.38999999999999,181.38999999999999,166453563,радиаторы для raspberry pi 4 (алюминий),664563,-1,11,шт,21.059999999999999,,664563,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1791,1791,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1260,,B-BHV-6803,,
246,246,311662217,комплект из 4-х алюминиевых радиаторов для raspberry pi 4,005666,,,,66.650000000000006,,,,
17990,19751,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
385.62,385.62,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
9900,9900,148073746,"книга: томас кормен, чарльз лейзерсон, рональд ривест, клиффорд штайн ""алгоритмы: построение и анализ"", 3-е изд.",lc961,,,,6356,,,,
369,369,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
984,984,148073587,"блок питания для raspberry pi 3 в, белый",lc8689,,,шт,650,,lc8689,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
3403,3403,321033385,зарядная станция aolion для зарядки oculus quest 2,210385,,,шт,2298,,210385,,
1640,1640,148073984,блок питания для raspberry pi 4. официальный (белый),RPI-4-PSU-W,-6,6,шт,686.63,,RPI-4-PSU-W,,
1780,1780,267826521,"книга: прохоренок н.а. ""javascript и node.js для веб-разработчиков""",B-BHV-6847,-3,4,шт,924,,B-BHV-6847,,
1100,1100,349405395,"книга: иванов м. ""алгоритмический тренинг. решения практических задач на python и с++""",B-BHV-1168,-69,72,шт,539,,B-BHV-1168,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20290,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1586.1400000000001,1586.1400000000001,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,808.5,,B-BHV-6835,,
410,410,148073989,шилд quatroporta050 для arduino uno,GG-005095,,,шт,240.69,,GG-005095,,
23980,25830,343075088,модуль wi-fi devboard для flipper zero,FLP-M-WIFI,-2,12,шт,3059.5300000000002,,FLP-M-WIFI,,
23980,25830,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
695,695,316686899,linux mint 21 (для платформы x86-64 / 1dvd),mint-21-DVD-64,,,,129,,,,
961.63,961.63,272196775,"книга: колисниченко д.н. ""linux. от новичка к профессионалу. 8 изд.""",B-BHV-6773,,,шт,677.60000000000002,,B-BHV-6773,,
660.20000000000005,660.20000000000005,244393364,"книга: волох с.в. ""ubuntu linux с нуля, 2 изд.""",B-BHV-6761,-1,13,шт,438.89999999999998,,B-BHV-6761,,
39980,40379,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20445,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
679,896,228166508,№13 геркон,znat013,-40,40,шт,79,,znat013,,
679,896,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,54,,E10znat2-5v,,
679,896,228168787,"№18 патрон для лампы 2,5v",znat018,-4,7,шт,94,,znat018,,
679,896,228170284,№24 электродвигатель,znat024,-1,68,шт,138,,znat024,,
1791,1791,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1260,,B-BHV-6803,,
369,369,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
1599,1599,148073984,блок питания для raspberry pi 4. официальный (белый),RPI-4-PSU-W,-6,6,шт,694.03999999999996,,RPI-4-PSU-W,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
452.14999999999998,452.14999999999998,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
384.66000000000003,384.66000000000003,228170284,№24 электродвигатель,znat024,-1,68,шт,138,,znat024,,
229.41,229.41,228200941,пропеллер для электродвигателя (зелёный),znatProp-green,,71,шт,88,,znatProp-green,,
960,960,321210790,силиконовый чехол для шлема vr oculus quest 2,212790,1,6,шт,442.69999999999999,,212790,,
3566.8200000000002,3566.8200000000002,258381482,"книга: негус к. ""библия linux. 10-е издание""",B-PIT-1797,,,шт,2522.6399999999999,,B-PIT-1797,,
19990,20400,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20400,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
688,688,148073819,"книга ""postgresql. основы языка sql""",lc1055,,,шт,492.80000000000001,,lc1055,,
19990,20389,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
21980,22385,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
21980,22385,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1060.8299999999999,,FLP-A-CASE-OR,,
18000,18560,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,22645,,RPI-4B-8GB,,
410,410,228198744,монтажная плата большая,znat-plata7X10,,12,шт,288,,znat-plata7X10,,
246,246,311662217,комплект из 4-х алюминиевых радиаторов для raspberry pi 4,005666,,,,66.650000000000006,,,,
234,234,228175417,№40 конденсатор 0.02 мкф,znat040,3,4,шт,79,,znat040,,
234,234,228175578,№41 конденсатор 0.1 мкф,znat041,-1,8,шт,79,,znat041,,
3900,4200,194715369,"книга: susanne robertson ""mastering the requirements process""",,,,,0,,,,
2500,2770,281787593,"книга: назина о. ""что такое тестирование. курс молодого бойца"" (издание с цветными иллюстрациями)",BHV-6868,,1,шт,1750,,BHV-6868,,
960,960,321210790,силиконовый чехол для шлема vr oculus quest 2,212790,1,6,шт,442.69999999999999,,212790,,
4213,4213,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2618,,B-BHV-6689,,
2430,2430,337658160,"книга: клеппман м. ""высоконагруженные приложения. программирование, масштабирование, поддержка""",B-PIT-0512,,,шт,1842.4000000000001,,B-PIT-0512,,
49000,49000,274177948,шлем виртуальной реальности oculus quest 2 - 128 gb,oculus128,,,,36716.639999999999,,,,
2213,2213,337658160,"книга: клеппман м. ""высоконагруженные приложения. программирование, масштабирование, поддержка""",B-PIT-0512,,,шт,1842.4000000000001,,B-PIT-0512,,
19990,20365,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
1077,1313,269914404,"мотор с редуктором ga12-n20, 300 об/мин",699404,,,шт,220.53999999999999,,699404,,
7068,7068,339114378,регулируемый ремешок dual battery m2 pro strap adjustable for oculus quest 2,212799,,,шт,4159.21,,212799,,
19500,19863,148073783,d-лимонен picaso 3d,3D-PICASO-DLIM,,,шт,0,,3D-PICASO-DLIM,,
49000,49000,274177948,шлем виртуальной реальности oculus quest 2 - 128 gb,oculus128,,,,37407.760000000002,,,,
19990,19990,338732673,мультитул flipper zero,FLP-Z-W-R01,-14,59,шт,15191,,FLP-Z-W-R04,,
3878,3878,148073866,"конструктор электронный амперка ""робожук""",AMP-S042,3,4,шт,2693,,AMP-S042,,
1820,1820,148073968,настольная игра битва големов,lc1281,,,шт,1500,,lc1281,,
1440,1440,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,808.5,,B-BHV-6835,,
